Text,Level,Tokens
relate the principle of reinforcement to classroom interactions.,Apply,"['relate', 'the', 'principle', 'of', 'reinforcement', 'to', 'classroom', 'interactions', '.']"
justify the title to kill a mockingbird .,Evaluate,"['justify', 'the', 'title', 'to', 'kill', 'a', 'mockingbird', '.']"
retell the story in your words.,Understand,"['retell', 'the', 'story', 'in', 'your', 'words', '.']"
design a testing scenario to assess the susceptibility of an alloy to be used in a given environment?,Create,"['design', 'a', 'testing', 'scenario', 'to', 'assess', 'the', 'susceptibility', 'of', 'an', 'alloy', 'to', 'be', 'used', 'in', 'a', 'given', 'environment', '?']"
predict the differences of a planet with no seasonal changes.,Create,"['predict', 'the', 'differences', 'of', 'a', 'planet', 'with', 'no', 'seasonal', 'changes', '.']"
design a machine to perform a specific task.,Create,"['design', 'a', 'machine', 'to', 'perform', 'a', 'specific', 'task', '.']"
use the rule for a semicolon in a sentence.,Apply,"['use', 'the', 'rule', 'for', 'a', 'semicolon', 'in', 'a', 'sentence', '.']"
can you please analyze modern contemporary culture and tell me how your work plays a significant part in the remains of our post-modernist culture ?,Analyze,"['can', 'you', 'please', 'analyze', 'modern', 'contemporary', 'culture', 'and', 'tell', 'me', 'how', 'your', 'work', 'plays', 'a', 'significant', 'part', 'in', 'the', 'remains', 'of', 'our', 'post-modernist', 'culture', '?']"
pretend you are one of the characters in the book. write a diary about the happenings in your life for two consecutive days.,Apply,"['pretend', 'you', 'are', 'one', 'of', 'the', 'characters', 'in', 'the', 'book', '.', 'write', 'a', 'diary', 'about', 'the', 'happenings', 'in', 'your', 'life', 'for', 'two', 'consecutive', 'days', '.']"
"after designing an experiment, examining the results, and drawing conclusions, determines in what ways the experiment could be conducted more effectively in order to draw more productive conclusions in the future.",Evaluate,"['after', 'designing', 'an', 'experiment', ',', 'examining', 'the', 'results', ',', 'and', 'drawing', 'conclusions', ',', 'determines', 'in', 'what', 'ways', 'the', 'experiment', 'could', 'be', 'conducted', 'more', 'effectively', 'in', 'order', 'to', 'draw', 'more', 'productive', 'conclusions', 'in', 'the', 'future', '.']"
construct a family of networks to demonstrate that the number of different mincuts in a network can be exponential in the size of the network,Apply,"['construct', 'a', 'family', 'of', 'networks', 'to', 'demonstrate', 'that', 'the', 'number', 'of', 'different', 'mincuts', 'in', 'a', 'network', 'can', 'be', 'exponential', 'in', 'the', 'size', 'of', 'the', 'network']"
can you distinguish for me between what is reasonably  achievable and what are  exaggerations,Analyze,"['can', 'you', 'distinguish', 'for', 'me', 'between', 'what', 'is', 'reasonably', 'achievable', 'and', 'what', 'are', 'exaggerations']"
compare and contrast the waterfall model with the prototyping model.,Analyze,"['compare', 'and', 'contrast', 'the', 'waterfall', 'model', 'with', 'the', 'prototyping', 'model', '.']"
in one sentence explain the main idea of a written passage.,Understand,"['in', 'one', 'sentence', 'explain', 'the', 'main', 'idea', 'of', 'a', 'written', 'passage', '.']"
classify celebrations into family and community categories.,Understand,"['classify', 'celebrations', 'into', 'family', 'and', 'community', 'categories', '.']"
how much data can be stored in the cach memory,Remember,"['how', 'much', 'data', 'can', 'be', 'stored', 'in', 'the', 'cach', 'memory']"
"using information from the book about one of the main characters, rewrite the ending of the book.",Create,"['using', 'information', 'from', 'the', 'book', 'about', 'one', 'of', 'the', 'main', 'characters', ',', 'rewrite', 'the', 'ending', 'of', 'the', 'book', '.']"
make a scrapbook about the areas of study.,Apply,"['make', 'a', 'scrapbook', 'about', 'the', 'areas', 'of', 'study', '.']"
how would you investigate this patient,Analyze,"['how', 'would', 'you', 'investigate', 'this', 'patient']"
sketch the blackbody curves for radiation emitted from the sun and the earth,Apply,"['sketch', 'the', 'blackbody', 'curves', 'for', 'radiation', 'emitted', 'from', 'the', 'sun', 'and', 'the', 'earth']"
complete an analogy (analogy tasks are inference tasks),Understand,"['complete', 'an', 'analogy', '(', 'analogy', 'tasks', 'are', 'inference', 'tasks', ')']"
please label the diagram below:,Remember,"['please', 'label', 'the', 'diagram', 'below', ':']"
investigate innovations that can enhance future olympics.,Analyze,"['investigate', 'innovations', 'that', 'can', 'enhance', 'future', 'olympics', '.']"
organize this book into three or more sections and give your own subtitle for each section.,Create,"['organize', 'this', 'book', 'into', 'three', 'or', 'more', 'sections', 'and', 'give', 'your', 'own', 'subtitle', 'for', 'each', 'section', '.']"
paraphrase an important speech,Understand,"['paraphrase', 'an', 'important', 'speech']"
how does one specify the syntactical restrictions,Apply,"['how', 'does', 'one', 'specify', 'the', 'syntactical', 'restrictions']"
what is part of this book did you like best. tell why you like it?,Evaluate,"['what', 'is', 'part', 'of', 'this', 'book', 'did', 'you', 'like', 'best', '.', 'tell', 'why', 'you', 'like', 'it', '?']"
predict what will happen next in.,Evaluate,"['predict', 'what', 'will', 'happen', 'next', 'in', '.']"
devise a new economic system based on the ones that already exist.,Create,"['devise', 'a', 'new', 'economic', 'system', 'based', 'on', 'the', 'ones', 'that', 'already', 'exist', '.']"
"explain the double meaning the author attributes to the term ""successive action descriptions""",Understand,"['explain', 'the', 'double', 'meaning', 'the', 'author', 'attributes', 'to', 'the', 'term', '``', 'successive', 'action', 'descriptions', ""''""]"
use tableau methods to prove that the following tableau is valid.,Apply,"['use', 'tableau', 'methods', 'to', 'prove', 'that', 'the', 'following', 'tableau', 'is', 'valid', '.']"
given two opposing theories design an experiment to compare them.,Create,"['given', 'two', 'opposing', 'theories', 'design', 'an', 'experiment', 'to', 'compare', 'them', '.']"
"given two possible solutions, a and b, to solving the given software development problem, decide on the best solution. give your justification.",Evaluate,"['given', 'two', 'possible', 'solutions', ',', 'a', 'and', 'b', ',', 'to', 'solving', 'the', 'given', 'software', 'development', 'problem', ',', 'decide', 'on', 'the', 'best', 'solution', '.', 'give', 'your', 'justification', '.']"
describe nuclear transport to a lay person.,Understand,"['describe', 'nuclear', 'transport', 'to', 'a', 'lay', 'person', '.']"
create an equation to represent the solution to this problem.,Create,"['create', 'an', 'equation', 'to', 'represent', 'the', 'solution', 'to', 'this', 'problem', '.']"
compare two of the characters in this book.,Analyze,"['compare', 'two', 'of', 'the', 'characters', 'in', 'this', 'book', '.']"
design a cost effective strategy to generate reliable data.,Create,"['design', 'a', 'cost', 'effective', 'strategy', 'to', 'generate', 'reliable', 'data', '.']"
make a diagnosis or analyze a case study.,Analyze,"['make', 'a', 'diagnosis', 'or', 'analyze', 'a', 'case', 'study', '.']"
evaluate appropriate and inappropriate actions of characters.,Evaluate,"['evaluate', 'appropriate', 'and', 'inappropriate', 'actions', 'of', 'characters', '.']"
how does an endorsement differ from a teaching certificate,Analyze,"['how', 'does', 'an', 'endorsement', 'differ', 'from', 'a', 'teaching', 'certificate']"
decide whether you learned enough about electricity from this book.,Evaluate,"['decide', 'whether', 'you', 'learned', 'enough', 'about', 'electricity', 'from', 'this', 'book', '.']"
outline in your own words how the leggo's tomato paste advertisement sells their product.,Understand,"['outline', 'in', 'your', 'own', 'words', 'how', 'the', 'leggo', ""'s"", 'tomato', 'paste', 'advertisement', 'sells', 'their', 'product', '.']"
plan a research paper on a given historical topic,Create,"['plan', 'a', 'research', 'paper', 'on', 'a', 'given', 'historical', 'topic']"
define the meaning of the olympic motto.,Remember,"['define', 'the', 'meaning', 'of', 'the', 'olympic', 'motto', '.']"
construct a dictionary and a truth table to determine if the following statements are logically equivalent,Apply,"['construct', 'a', 'dictionary', 'and', 'a', 'truth', 'table', 'to', 'determine', 'if', 'the', 'following', 'statements', 'are', 'logically', 'equivalent']"
how many instructions in the instruction set of risc computer?,Remember,"['how', 'many', 'instructions', 'in', 'the', 'instruction', 'set', 'of', 'risc', 'computer', '?']"
"by comparing the map of the tectonic plates to the earthquake map, what inferences can you make?",Analyze,"['by', 'comparing', 'the', 'map', 'of', 'the', 'tectonic', 'plates', 'to', 'the', 'earthquake', 'map', ',', 'what', 'inferences', 'can', 'you', 'make', '?']"
what factors would you change if . . .?,Apply,"['what', 'factors', 'would', 'you', 'change', 'if', '.', '.', '.', '?']"
in what ways are foxes similar to wolves and dogs,Analyze,"['in', 'what', 'ways', 'are', 'foxes', 'similar', 'to', 'wolves', 'and', 'dogs']"
recall the supply voltage constraints,Remember,"['recall', 'the', 'supply', 'voltage', 'constraints']"
"create a new song for the opening line of ""mary had a little lamb"".",Create,"['create', 'a', 'new', 'song', 'for', 'the', 'opening', 'line', 'of', '``', 'mary', 'had', 'a', 'little', 'lamb', ""''"", '.']"
identify one problem in the book and give an alternate solution one not given by the author.,Create,"['identify', 'one', 'problem', 'in', 'the', 'book', 'and', 'give', 'an', 'alternate', 'solution', 'one', 'not', 'given', 'by', 'the', 'author', '.']"
use a judge and jury to discuss the statement 'children enjoy anthony browne's books because of the illustrations'.,Evaluate,"['use', 'a', 'judge', 'and', 'jury', 'to', 'discuss', 'the', 'statement', ""'children"", 'enjoy', 'anthony', 'browne', ""'s"", 'books', 'because', 'of', 'the', 'illustrations', ""'"", '.']"
translate the following passage from the iliad into english.,Understand,"['translate', 'the', 'following', 'passage', 'from', 'the', 'iliad', 'into', 'english', '.']"
apply the storytelling technique here to a little story of your own.,Apply,"['apply', 'the', 'storytelling', 'technique', 'here', 'to', 'a', 'little', 'story', 'of', 'your', 'own', '.']"
what are the parts or features of...?,Analyze,"['what', 'are', 'the', 'parts', 'or', 'features', 'of', '...', '?']"
"using straight value depreciation, decide between two copper-nickel alloys for the design of a heat exchanger.",Evaluate,"['using', 'straight', 'value', 'depreciation', ',', 'decide', 'between', 'two', 'copper-nickel', 'alloys', 'for', 'the', 'design', 'of', 'a', 'heat', 'exchanger', '.']"
construct a venn diagram to determine the validity of the given argument.,Apply,"['construct', 'a', 'venn', 'diagram', 'to', 'determine', 'the', 'validity', 'of', 'the', 'given', 'argument', '.']"
define compound interest.,Remember,"['define', 'compound', 'interest', '.']"
compare historical events to contemporary situations,Understand,"['compare', 'historical', 'events', 'to', 'contemporary', 'situations']"
create a new product. give it a name and plan a marketing campaign.,Create,"['create', 'a', 'new', 'product', '.', 'give', 'it', 'a', 'name', 'and', 'plan', 'a', 'marketing', 'campaign', '.']"
differentiate between the following terms along with appropriate examples,Analyze,"['differentiate', 'between', 'the', 'following', 'terms', 'along', 'with', 'appropriate', 'examples']"
judge the difficulty level for yourself.,Evaluate,"['judge', 'the', 'difficulty', 'level', 'for', 'yourself', '.']"
describe how phillip and timothy survived on the cay.,Understand,"['describe', 'how', 'phillip', 'and', 'timothy', 'survived', 'on', 'the', 'cay', '.']"
how would you create/design a new...?,Create,"['how', 'would', 'you', 'create/design', 'a', 'new', '...', '?']"
how do we differentiate between genuine buyer and undercover buyer,Analyze,"['how', 'do', 'we', 'differentiate', 'between', 'genuine', 'buyer', 'and', 'undercover', 'buyer']"
can you differentiate between ethnic chinese and ethnic koreans,Analyze,"['can', 'you', 'differentiate', 'between', 'ethnic', 'chinese', 'and', 'ethnic', 'koreans']"
construct a simple payroll program that computes net pay for those working 40 hours or less and net pay for those working over 40 hours.,Apply,"['construct', 'a', 'simple', 'payroll', 'program', 'that', 'computes', 'net', 'pay', 'for', 'those', 'working', '40', 'hours', 'or', 'less', 'and', 'net', 'pay', 'for', 'those', 'working', 'over', '40', 'hours', '.']"
how much is your weight,Remember,"['how', 'much', 'is', 'your', 'weight']"
state in your own words the rule for balls and strikes in baseball.,Understand,"['state', 'in', 'your', 'own', 'words', 'the', 'rule', 'for', 'balls', 'and', 'strikes', 'in', 'baseball', '.']"
estimate roughly how long the collision process takes,Evaluate,"['estimate', 'roughly', 'how', 'long', 'the', 'collision', 'process', 'takes']"
prepare a book jacket that illustrates the kind of book as well as the story.,Create,"['prepare', 'a', 'book', 'jacket', 'that', 'illustrates', 'the', 'kind', 'of', 'book', 'as', 'well', 'as', 'the', 'story', '.']"
explain how timothy saved phillip's life.,Understand,"['explain', 'how', 'timothy', 'saved', 'phillip', ""'s"", 'life', '.']"
decide whether you could have survived on the island blind and alone. write about things that would have been challenging making sure to,Evaluate,"['decide', 'whether', 'you', 'could', 'have', 'survived', 'on', 'the', 'island', 'blind', 'and', 'alone', '.', 'write', 'about', 'things', 'that', 'would', 'have', 'been', 'challenging', 'making', 'sure', 'to']"
how would you feel if . . .?,Evaluate,"['how', 'would', 'you', 'feel', 'if', '.', '.', '.', '?']"
can you write a new recipe for a tasty dish?,Create,"['can', 'you', 'write', 'a', 'new', 'recipe', 'for', 'a', 'tasty', 'dish', '?']"
develop a hypothesis.,Create,"['develop', 'a', 'hypothesis', '.']"
appraise data in support of a hypothesis.,Evaluate,"['appraise', 'data', 'in', 'support', 'of', 'a', 'hypothesis', '.']"
develop and execute a program for this exercise,Create,"['develop', 'and', 'execute', 'a', 'program', 'for', 'this', 'exercise']"
construct an analog circuit with the following specifications,Apply,"['construct', 'an', 'analog', 'circuit', 'with', 'the', 'following', 'specifications']"
what is a textual index,Remember,"['what', 'is', 'a', 'textual', 'index']"
name 5 steps that follow the taking of notes (within 24 hours or less)?,Remember,"['name', '5', 'steps', 'that', 'follow', 'the', 'taking', 'of', 'notes', '(', 'within', '24', 'hours', 'or', 'less', ')', '?']"
"given an argument on any position, enumerate the logical fallacies in that argument.",Evaluate,"['given', 'an', 'argument', 'on', 'any', 'position', ',', 'enumerate', 'the', 'logical', 'fallacies', 'in', 'that', 'argument', '.']"
use a sketch too find the exact value of each expression,Apply,"['use', 'a', 'sketch', 'too', 'find', 'the', 'exact', 'value', 'of', 'each', 'expression']"
which part of a data packet is used by a router to determine the destination network,Remember,"['which', 'part', 'of', 'a', 'data', 'packet', 'is', 'used', 'by', 'a', 'router', 'to', 'determine', 'the', 'destination', 'network']"
choose a country that does not compete at the olympics and explain why that country is not an olympic member.,Apply,"['choose', 'a', 'country', 'that', 'does', 'not', 'compete', 'at', 'the', 'olympics', 'and', 'explain', 'why', 'that', 'country', 'is', 'not', 'an', 'olympic', 'member', '.']"
assess the strengths and weaknesses of the current olympics and recommend action that should be taken in future olympics: what can be,Evaluate,"['assess', 'the', 'strengths', 'and', 'weaknesses', 'of', 'the', 'current', 'olympics', 'and', 'recommend', 'action', 'that', 'should', 'be', 'taken', 'in', 'future', 'olympics', ':', 'what', 'can', 'be']"
describe in your own words how to borrow a book from the library.,Understand,"['describe', 'in', 'your', 'own', 'words', 'how', 'to', 'borrow', 'a', 'book', 'from', 'the', 'library', '.']"
describe the major clinical differences between visceral and somatic pain,Understand,"['describe', 'the', 'major', 'clinical', 'differences', 'between', 'visceral', 'and', 'somatic', 'pain']"
revise the story and specify the type of audience that would enjoy this book.,Evaluate,"['revise', 'the', 'story', 'and', 'specify', 'the', 'type', 'of', 'audience', 'that', 'would', 'enjoy', 'this', 'book', '.']"
defend the following claim: the cornell method works so well that it could turn even a poor lecture into a valuable learning experience.,Evaluate,"['defend', 'the', 'following', 'claim', ':', 'the', 'cornell', 'method', 'works', 'so', 'well', 'that', 'it', 'could', 'turn', 'even', 'a', 'poor', 'lecture', 'into', 'a', 'valuable', 'learning', 'experience', '.']"
how does public health reporting differ today from reporting two years before,Analyze,"['how', 'does', 'public', 'health', 'reporting', 'differ', 'today', 'from', 'reporting', 'two', 'years', 'before']"
list four types of clauses mentioned in the article,Remember,"['list', 'four', 'types', 'of', 'clauses', 'mentioned', 'in', 'the', 'article']"
"explain the term conjugal families, by making reference to the different types of societies to which they could belong.",Analyze,"['explain', 'the', 'term', 'conjugal', 'families', ',', 'by', 'making', 'reference', 'to', 'the', 'different', 'types', 'of', 'societies', 'to', 'which', 'they', 'could', 'belong', '.']"
apply your understanding the olympic spirit to develop a new motto or slogan.,Apply,"['apply', 'your', 'understanding', 'the', 'olympic', 'spirit', 'to', 'develop', 'a', 'new', 'motto', 'or', 'slogan', '.']"
relate your most powerful story where your use of technology in the classroom has yielded a significant outcome with a student or students,Apply,"['relate', 'your', 'most', 'powerful', 'story', 'where', 'your', 'use', 'of', 'technology', 'in', 'the', 'classroom', 'has', 'yielded', 'a', 'significant', 'outcome', 'with', 'a', 'student', 'or', 'students']"
demonstrate how your unit's specific student learning outcomes are linked to the mission of uam.,Apply,"['demonstrate', 'how', 'your', 'unit', ""'s"", 'specific', 'student', 'learning', 'outcomes', 'are', 'linked', 'to', 'the', 'mission', 'of', 'uam', '.']"
"show, through role-play, the final scene in the novel.",Apply,"['show', ',', 'through', 'role-play', ',', 'the', 'final', 'scene', 'in', 'the', 'novel', '.']"
how would you distinguish between polymyositis and viral myositis in a 42-year-old man with weakness and a rash?,Analyze,"['how', 'would', 'you', 'distinguish', 'between', 'polymyositis', 'and', 'viral', 'myositis', 'in', 'a', '42-year-old', 'man', 'with', 'weakness', 'and', 'a', 'rash', '?']"
examine carefully the given map extract on the following page to help you work out the exercise below.,Analyze,"['examine', 'carefully', 'the', 'given', 'map', 'extract', 'on', 'the', 'following', 'page', 'to', 'help', 'you', 'work', 'out', 'the', 'exercise', 'below', '.']"
would you solve these two problems using similar approaches,Apply,"['would', 'you', 'solve', 'these', 'two', 'problems', 'using', 'similar', 'approaches']"
explain in one's own words how to create a query in a database.,Understand,"['explain', 'in', 'one', ""'s"", 'own', 'words', 'how', 'to', 'create', 'a', 'query', 'in', 'a', 'database', '.']"
rewrite the markov matrix to account for this slight change.,Understand,"['rewrite', 'the', 'markov', 'matrix', 'to', 'account', 'for', 'this', 'slight', 'change', '.']"
compose a rhythm or put new words to a known melody.,Create,"['compose', 'a', 'rhythm', 'or', 'put', 'new', 'words', 'to', 'a', 'known', 'melody', '.']"
what criteria would you use to assess the validity of a business contract?,Evaluate,"['what', 'criteria', 'would', 'you', 'use', 'to', 'assess', 'the', 'validity', 'of', 'a', 'business', 'contract', '?']"
participate in a mock election,Apply,"['participate', 'in', 'a', 'mock', 'election']"
decide which method of solving a problem was most effective,Evaluate,"['decide', 'which', 'method', 'of', 'solving', 'a', 'problem', 'was', 'most', 'effective']"
which of the following actions would probably be least effective in determining the answer?,Evaluate,"['which', 'of', 'the', 'following', 'actions', 'would', 'probably', 'be', 'least', 'effective', 'in', 'determining', 'the', 'answer', '?']"
apply and integrate several different strategies to solve a mathematical problem (not according to one formula(,Create,"['apply', 'and', 'integrate', 'several', 'different', 'strategies', 'to', 'solve', 'a', 'mathematical', 'problem', '(', 'not', 'according', 'to', 'one', 'formula', '(']"
state the rule for balls and strikes in baseball.,Remember,"['state', 'the', 'rule', 'for', 'balls', 'and', 'strikes', 'in', 'baseball', '.']"
compare how different children come to school.,Analyze,"['compare', 'how', 'different', 'children', 'come', 'to', 'school', '.']"
who was the first to compose in the arts of makamat,Remember,"['who', 'was', 'the', 'first', 'to', 'compose', 'in', 'the', 'arts', 'of', 'makamat']"
break down the main actions of the story.,Analyze,"['break', 'down', 'the', 'main', 'actions', 'of', 'the', 'story', '.']"
how many ways can you . . .?,Create,"['how', 'many', 'ways', 'can', 'you', '.', '.', '.', '?']"
in which continent does the state of suriname fall,Remember,"['in', 'which', 'continent', 'does', 'the', 'state', 'of', 'suriname', 'fall']"
examine differences between the means of each individual switching factor.,Analyze,"['examine', 'differences', 'between', 'the', 'means', 'of', 'each', 'individual', 'switching', 'factor', '.']"
explain the communicative property.,Understand,"['explain', 'the', 'communicative', 'property', '.']"
correctly label the brain lobes indicated on the diagram below,Remember,"['correctly', 'label', 'the', 'brain', 'lobes', 'indicated', 'on', 'the', 'diagram', 'below']"
analyze the characteristics of frogs.,Analyze,"['analyze', 'the', 'characteristics', 'of', 'frogs', '.']"
identify the part of a eukaryotic cell.,Remember,"['identify', 'the', 'part', 'of', 'a', 'eukaryotic', 'cell', '.']"
when was the un formed,Remember,"['when', 'was', 'the', 'un', 'formed']"
what are the major products and exports of countries,Remember,"['what', 'are', 'the', 'major', 'products', 'and', 'exports', 'of', 'countries']"
"given the data we've looked at on this topic, evaluate how appropriate this conclusion is and defend your answer.",Evaluate,"['given', 'the', 'data', 'we', ""'ve"", 'looked', 'at', 'on', 'this', 'topic', ',', 'evaluate', 'how', 'appropriate', 'this', 'conclusion', 'is', 'and', 'defend', 'your', 'answer', '.']"
state in your own words what the author means when he says,Understand,"['state', 'in', 'your', 'own', 'words', 'what', 'the', 'author', 'means', 'when', 'he', 'says']"
in what ways do female offenders differ from male offenders,Analyze,"['in', 'what', 'ways', 'do', 'female', 'offenders', 'differ', 'from', 'male', 'offenders']"
assess the importance of understanding seasonal patters.,Evaluate,"['assess', 'the', 'importance', 'of', 'understanding', 'seasonal', 'patters', '.']"
what criteria would you use to assess...?,Evaluate,"['what', 'criteria', 'would', 'you', 'use', 'to', 'assess', '...', '?']"
which of the following item does not belong to the set ?,Remember,"['which', 'of', 'the', 'following', 'item', 'does', 'not', 'belong', 'to', 'the', 'set', '?']"
defend your use of a specific strategy in solving the problem.,Evaluate,"['defend', 'your', 'use', 'of', 'a', 'specific', 'strategy', 'in', 'solving', 'the', 'problem', '.']"
compose a device that would assist an athlete in their training.,Create,"['compose', 'a', 'device', 'that', 'would', 'assist', 'an', 'athlete', 'in', 'their', 'training', '.']"
explain in your own words what is meant by mercantilism.,Understand,"['explain', 'in', 'your', 'own', 'words', 'what', 'is', 'meant', 'by', 'mercantilism', '.']"
why not compose a song about . . .?,Create,"['why', 'not', 'compose', 'a', 'song', 'about', '.', '.', '.', '?']"
how many kilometers from your home to the university,Remember,"['how', 'many', 'kilometers', 'from', 'your', 'home', 'to', 'the', 'university']"
"if your story occurred long ago, compare that time with today in a good paragraph. if it was a modern story, compare it with a long time ago and tell what would be different.",Analyze,"['if', 'your', 'story', 'occurred', 'long', 'ago', ',', 'compare', 'that', 'time', 'with', 'today', 'in', 'a', 'good', 'paragraph', '.', 'if', 'it', 'was', 'a', 'modern', 'story', ',', 'compare', 'it', 'with', 'a', 'long', 'time', 'ago', 'and', 'tell', 'what', 'would', 'be', 'different', '.']"
how could we develop a coherent measure of success for organisations engaged in this type of activity with young people?,Create,"['how', 'could', 'we', 'develop', 'a', 'coherent', 'measure', 'of', 'success', 'for', 'organisations', 'engaged', 'in', 'this', 'type', 'of', 'activity', 'with', 'young', 'people', '?']"
can you analyze the fractures and determine which should be repaired surgically,Analyze,"['can', 'you', 'analyze', 'the', 'fractures', 'and', 'determine', 'which', 'should', 'be', 'repaired', 'surgically']"
model an olympic village for the new millenium.,Apply,"['model', 'an', 'olympic', 'village', 'for', 'the', 'new', 'millenium', '.']"
write a set of rules to prevent what happened in the story.,Create,"['write', 'a', 'set', 'of', 'rules', 'to', 'prevent', 'what', 'happened', 'in', 'the', 'story', '.']"
how would you decide about...?,Evaluate,"['how', 'would', 'you', 'decide', 'about', '...', '?']"
evaluate your own or a peer's essay in terms of the principles of composition discussed during the semester.,Evaluate,"['evaluate', 'your', 'own', 'or', 'a', 'peer', ""'s"", 'essay', 'in', 'terms', 'of', 'the', 'principles', 'of', 'composition', 'discussed', 'during', 'the', 'semester', '.']"
outline the most important insight of the tale.,Understand,"['outline', 'the', 'most', 'important', 'insight', 'of', 'the', 'tale', '.']"
how would this story be different if it had happened in a different country?,Analyze,"['how', 'would', 'this', 'story', 'be', 'different', 'if', 'it', 'had', 'happened', 'in', 'a', 'different', 'country', '?']"
how many states are there in usa,Remember,"['how', 'many', 'states', 'are', 'there', 'in', 'usa']"
name one character. rewrite the story from this character's point of view.,Create,"['name', 'one', 'character', '.', 'rewrite', 'the', 'story', 'from', 'this', 'character', ""'s"", 'point', 'of', 'view', '.']"
what would happen if . . .?,Create,"['what', 'would', 'happen', 'if', '.', '.', '.', '?']"
calculate the number of sacrificial anodes that would be required to form a calcareous deposit on a steel pile immersed in seawater.,Apply,"['calculate', 'the', 'number', 'of', 'sacrificial', 'anodes', 'that', 'would', 'be', 'required', 'to', 'form', 'a', 'calcareous', 'deposit', 'on', 'a', 'steel', 'pile', 'immersed', 'in', 'seawater', '.']"
explain what a poem means.,Understand,"['explain', 'what', 'a', 'poem', 'means', '.']"
summarize jem's beliefs about boo radley,Understand,"['summarize', 'jem', ""'s"", 'beliefs', 'about', 'boo', 'radley']"
evaluate board games and justify why rules are important.,Evaluate,"['evaluate', 'board', 'games', 'and', 'justify', 'why', 'rules', 'are', 'important', '.']"
describe and compare the role of islamic law in the legal systems of malaysia and pakistan,Understand,"['describe', 'and', 'compare', 'the', 'role', 'of', 'islamic', 'law', 'in', 'the', 'legal', 'systems', 'of', 'malaysia', 'and', 'pakistan']"
how do teenagers use code in emails and instant messages?,Apply,"['how', 'do', 'teenagers', 'use', 'code', 'in', 'emails', 'and', 'instant', 'messages', '?']"
explain in your own words what a recessive gene is.,Understand,"['explain', 'in', 'your', 'own', 'words', 'what', 'a', 'recessive', 'gene', 'is', '.']"
illustrate what you think the main idea was.,Understand,"['illustrate', 'what', 'you', 'think', 'the', 'main', 'idea', 'was', '.']"
name the property that states that,Remember,"['name', 'the', 'property', 'that', 'states', 'that']"
write a logically organized argument in favor of a given position.,Create,"['write', 'a', 'logically', 'organized', 'argument', 'in', 'favor', 'of', 'a', 'given', 'position', '.']"
describe what goes in each of the four areas on the first page of notes,Understand,"['describe', 'what', 'goes', 'in', 'each', 'of', 'the', 'four', 'areas', 'on', 'the', 'first', 'page', 'of', 'notes']"
would this information be useful if you had a . . .?,Apply,"['would', 'this', 'information', 'be', 'useful', 'if', 'you', 'had', 'a', '.', '.', '.', '?']"
"inspect the pattern of gps positions relative to the ""known"" published value",Analyze,"['inspect', 'the', 'pattern', 'of', 'gps', 'positions', 'relative', 'to', 'the', '``', 'known', ""''"", 'published', 'value']"
use the unification algorithm to determine whether the following two terms are uni_able. show intermediate step,Apply,"['use', 'the', 'unification', 'algorithm', 'to', 'determine', 'whether', 'the', 'following', 'two', 'terms', 'are', 'uni_able', '.', 'show', 'intermediate', 'step']"
specify a deterministic finite automaton (dfa) recognizing the,Apply,"['specify', 'a', 'deterministic', 'finite', 'automaton', '(', 'dfa', ')', 'recognizing', 'the']"
would you have liked to have had cinderella for a sister? explain why or why not.,Evaluate,"['would', 'you', 'have', 'liked', 'to', 'have', 'had', 'cinderella', 'for', 'a', 'sister', '?', 'explain', 'why', 'or', 'why', 'not', '.']"
describe in prose what is shown in graph form.,Understand,"['describe', 'in', 'prose', 'what', 'is', 'shown', 'in', 'graph', 'form', '.']"
analyze safe and dangerous aspects of these features.,Analyze,"['analyze', 'safe', 'and', 'dangerous', 'aspects', 'of', 'these', 'features', '.']"
how do you combine the results of various individual tests to determine whether a student can progress to a next semester / phase / year?,Create,"['how', 'do', 'you', 'combine', 'the', 'results', 'of', 'various', 'individual', 'tests', 'to', 'determine', 'whether', 'a', 'student', 'can', 'progress', 'to', 'a', 'next', 'semester', '/', 'phase', '/', 'year', '?']"
"award the contract to the best proposal. rank the principles of ""good sportsmanship"" in order of importance to you.",Evaluate,"['award', 'the', 'contract', 'to', 'the', 'best', 'proposal', '.', 'rank', 'the', 'principles', 'of', '``', 'good', 'sportsmanship', ""''"", 'in', 'order', 'of', 'importance', 'to', 'you', '.']"
predict what happens to x if y increases.,Apply,"['predict', 'what', 'happens', 'to', 'x', 'if', 'y', 'increases', '.']"
how could someone modify the cornell method to make it effective for researching a topic for a paper?,Apply,"['how', 'could', 'someone', 'modify', 'the', 'cornell', 'method', 'to', 'make', 'it', 'effective', 'for', 'researching', 'a', 'topic', 'for', 'a', 'paper', '?']"
"classify the following protocols: ip, tcp, http according to the iso osi classification",Understand,"['classify', 'the', 'following', 'protocols', ':', 'ip', ',', 'tcp', ',', 'http', 'according', 'to', 'the', 'iso', 'osi', 'classification']"
contrast olympic athletes of today with athletes of past olympic games.,Analyze,"['contrast', 'olympic', 'athletes', 'of', 'today', 'with', 'athletes', 'of', 'past', 'olympic', 'games', '.']"
