Text,Level,Tokens
"explain above the term conjugal families, by simply making a reference also to the many different types of possible societies to which they all could belong.",Analyze,"['explain', 'above', 'the', 'term', 'conjugal', 'families', ',', 'by', 'simply', 'making', 'a', 'reference', 'also', 'to', 'the', 'many', 'different', 'types', 'of', 'possible', 'societies', 'to', 'which', 'they', 'all', 'could', 'belong', '.']"
some use a sketch can too again find the exact value of each possible expression,Apply,"['some', 'use', 'a', 'sketch', 'can', 'too', 'again', 'find', 'the', 'exact', 'value', 'of', 'each', 'possible', 'expression']"
predict how the differences of losing a planet once with nearly no seasonal changes.,Create,"['predict', 'how', 'the', 'differences', 'of', 'losing', 'a', 'planet', 'once', 'with', 'nearly', 'no', 'seasonal', 'changes', '.']"
how would so you not distinguish anywhere between polymyositis and why viral myositis result in killing a 42 - year - old man infected with sexual weakness and then a rash?,Analyze,"['how', 'would', 'so', 'you', 'not', 'distinguish', 'anywhere', 'between', 'polymyositis', 'and', 'why', 'viral', 'myositis', 'result', 'in', 'killing', 'a', '42', '-', 'year', '-', 'old', 'man', 'infected', 'with', 'sexual', 'weakness', 'and', 'then', 'a', 'rash', '?']"
you construct a mathematical model in to demonstrate how it will work.,Apply,"['you', 'construct', 'a', 'mathematical', 'model', 'in', 'to', 'demonstrate', 'how', 'it', 'will', 'work', '.']"
demonstrate using the my opac advisor and your knowledge of library organization to find you a reference book somewhere about water turtles.,Apply,"['demonstrate', 'using', 'the', 'my', 'opac', 'advisor', 'and', 'your', 'knowledge', 'of', 'library', 'organization', 'to', 'find', 'you', 'a', 'reference', 'book', 'somewhere', 'about', 'water', 'turtles', '.']"
write a set sequence of written rules strictly to prevent what happened earlier in the story.,Create,"['write', 'a', 'set', 'sequence', 'of', 'written', 'rules', 'strictly', 'to', 'prevent', 'what', 'happened', 'earlier', 'in', 'the', 'story', '.']"
and investigate whether or not the metric system can now be better solved again for x ; y ; z,Analyze,"['and', 'investigate', 'whether', 'or', 'not', 'the', 'metric', 'system', 'can', 'now', 'be', 'better', 'solved', 'again', 'for', 'x', ';', 'y', ';', 'z']"
are there students who should probably not intentionally use such the cornell lab method?,Evaluate,"['are', 'there', 'students', 'who', 'should', 'probably', 'not', 'intentionally', 'use', 'such', 'the', 'cornell', 'lab', 'method', '?']"
authors use tableau methods specifically to quickly prove that the then following derived tableau is valid.,Apply,"['authors', 'use', 'tableau', 'methods', 'specifically', 'to', 'quickly', 'prove', 'that', 'the', 'then', 'following', 'derived', 'tableau', 'is', 'valid', '.']"
he paraphrase back what hamlet is often saying in just his last soliloquy.,Understand,"['he', 'paraphrase', 'back', 'what', 'hamlet', 'is', 'often', 'saying', 'in', 'just', 'his', 'last', 'soliloquy', '.']"
compose provides a device that ideally would remotely assist an athlete in starting their training.,Create,"['compose', 'provides', 'a', 'device', 'that', 'ideally', 'would', 'remotely', 'assist', 'an', 'athlete', 'in', 'starting', 'their', 'training', '.']"
groups state the characteristics of for each type of corrosion testing application studied,Remember,"['groups', 'state', 'the', 'characteristics', 'of', 'for', 'each', 'type', 'of', 'corrosion', 'testing', 'application', 'studied']"
i compare how different young children come to elementary school.,Analyze,"['i', 'compare', 'how', 'different', 'young', 'children', 'come', 'to', 'elementary', 'school', '.']"
compose up a rhythm rhythm or put new melodic words to complete a known melody.,Create,"['compose', 'up', 'a', 'rhythm', 'rhythm', 'or', 'put', 'new', 'melodic', 'words', 'to', 'complete', 'a', 'known', 'melody', '.']"
integrate training from several sources to better solve to a particular problem.,Create,"['integrate', 'training', 'from', 'several', 'sources', 'to', 'better', 'solve', 'to', 'a', 'particular', 'problem', '.']"
estimate the overall difficulty of processing the question,Evaluate,"['estimate', 'the', 'overall', 'difficulty', 'of', 'processing', 'the', 'question']"
apply the oral storytelling technique here to a little story story instead of value your own.,Apply,"['apply', 'the', 'oral', 'storytelling', 'technique', 'here', 'to', 'a', 'little', 'story', 'story', 'instead', 'of', 'value', 'your', 'own', '.']"
first write a list of legal criteria suitable to specifically judge the willy raps.,Evaluate,"['first', 'write', 'a', 'list', 'of', 'legal', 'criteria', 'suitable', 'to', 'specifically', 'judge', 'the', 'willy', 'raps', '.']"
construct here a venn diagram so to quickly determine upon the validity of the first given argument.,Apply,"['construct', 'here', 'a', 'venn', 'diagram', 'so', 'to', 'quickly', 'determine', 'upon', 'the', 'validity', 'of', 'the', 'first', 'given', 'argument', '.']"
"here illustrate out this caption : "" olympic as a media event highlighted in the leading information tech society """,Understand,"['here', 'illustrate', 'out', 'this', 'caption', ':', '``', 'olympic', 'as', 'a', 'media', 'event', 'highlighted', 'in', 'the', 'leading', 'information', 'tech', 'society', '``']"
and can you invent another character template for making the story?,Create,"['and', 'can', 'you', 'invent', 'another', 'character', 'template', 'for', 'making', 'the', 'story', '?']"
and differentiate between the following terms along and with the appropriate examples,Analyze,"['and', 'differentiate', 'between', 'the', 'following', 'terms', 'along', 'and', 'with', 'the', 'appropriate', 'examples']"
she tell in your my own fond words how the setting of the story also made playing it more interesting.,Understand,"['she', 'tell', 'in', 'your', 'my', 'own', 'fond', 'words', 'how', 'the', 'setting', 'of', 'the', 'story', 'also', 'made', 'playing', 'it', 'more', 'interesting', '.']"
decide just which candidate would possibly best fill the temporary position holder of principal.,Evaluate,"['decide', 'just', 'which', 'candidate', 'would', 'possibly', 'best', 'fill', 'the', 'temporary', 'position', 'holder', 'of', 'principal', '.']"
or how do you construct complex foliations defined on a single given manifold m?,Apply,"['or', 'how', 'do', 'you', 'construct', 'complex', 'foliations', 'defined', 'on', 'a', 'single', 'given', 'manifold', 'm', '?']"
"and outline an "" attack plan "" that also will allow now you to test your hypothesis accurately using computational molecular chemistry modeling software tools",Understand,"['and', 'outline', 'an', '``', 'attack', 'plan', '``', 'that', 'also', 'will', 'allow', 'now', 'you', 'to', 'test', 'your', 'hypothesis', 'accurately', 'using', 'computational', 'molecular', 'chemistry', 'modeling', 'software', 'tools']"
these name the four most major food related groups.,Remember,"['these', 'name', 'the', 'four', 'most', 'major', 'food', 'related', 'groups', '.']"
how exactly can that we freely combine and abstract facts about a software system to better create new organizational knowledge?,Create,"['how', 'exactly', 'can', 'that', 'we', 'freely', 'combine', 'and', 'abstract', 'facts', 'about', 'a', 'software', 'system', 'to', 'better', 'create', 'new', 'organizational', 'knowledge', '?']"
evaluate the concrete corrosion monitoring needs design of a chemical materials processing plant,Evaluate,"['evaluate', 'the', 'concrete', 'corrosion', 'monitoring', 'needs', 'design', 'of', 'a', 'chemical', 'materials', 'processing', 'plant']"
construct one a binary dictionary dictionary and compute a simple truth table to determine if the two following statements are logically equivalent,Apply,"['construct', 'one', 'a', 'binary', 'dictionary', 'dictionary', 'and', 'compute', 'a', 'simple', 'truth', 'table', 'to', 'determine', 'if', 'the', 'two', 'following', 'statements', 'are', 'logically', 'equivalent']"
describe the good pareto principle needed in applying statistical software quality information assurance.,Understand,"['describe', 'the', 'good', 'pareto', 'principle', 'needed', 'in', 'applying', 'statistical', 'software', 'quality', 'information', 'assurance', '.']"
but how much time did he took to build me a wooden house,Remember,"['but', 'how', 'much', 'time', 'did', 'he', 'took', 'to', 'build', 'me', 'a', 'wooden', 'house']"
name the food groups again and at each least always two items are of food given in each group.,Remember,"['name', 'the', 'food', 'groups', 'again', 'and', 'at', 'each', 'least', 'always', 'two', 'items', 'are', 'of', 'food', 'given', 'in', 'each', 'group', '.']"
"examine what eventually helps americans to make a good olympics? think about large money, interesting schedules, important sports and important people.",Analyze,"['examine', 'what', 'eventually', 'helps', 'americans', 'to', 'make', 'a', 'good', 'olympics', '?', 'think', 'about', 'large', 'money', ',', 'interesting', 'schedules', ',', 'important', 'sports', 'and', 'important', 'people', '.']"
because how much are however the white adolescents diagnosed with asd similar of different from each other than in remembering their sources of communication breakdowns?,Analyze,"['because', 'how', 'much', 'are', 'however', 'the', 'white', 'adolescents', 'diagnosed', 'with', 'asd', 'similar', 'of', 'different', 'from', 'each', 'other', 'than', 'in', 'remembering', 'their', 'sources', 'of', 'communication', 'breakdowns', '?']"
subsequently develop a plan for designing a general new olympic bid system.,Create,"['subsequently', 'develop', 'a', 'plan', 'for', 'designing', 'a', 'general', 'new', 'olympic', 'bid', 'system', '.']"
differentiate between. call command by reference value and using call by direct reference.,Analyze,"['differentiate', 'between', '.', 'call', 'command', 'by', 'reference', 'value', 'and', 'using', 'call', 'by', 'direct', 'reference', '.']"
he outline the fusion aim of two critical studies within the,Understand,"['he', 'outline', 'the', 'fusion', 'aim', 'of', 'two', 'critical', 'studies', 'within', 'the']"
compute on the area p of actual intersection circles.,Apply,"['compute', 'on', 'the', 'area', 'p', 'of', 'actual', 'intersection', 'circles', '.']"
i describe in your own words what is only meant here by a severely sprained right ankle.,Understand,"['i', 'describe', 'in', 'your', 'own', 'words', 'what', 'is', 'only', 'meant', 'here', 'by', 'a', 'severely', 'sprained', 'right', 'ankle', '.']"
state is the formula for considering the metric area of a circle,Remember,"['state', 'is', 'the', 'formula', 'for', 'considering', 'the', 'metric', 'area', 'of', 'a', 'circle']"
"how do all the basic clauses and and conditional expressions given in the introductory article which replace their goto statements, lead to replace the three traditional control statements",Create,"['how', 'do', 'all', 'the', 'basic', 'clauses', 'and', 'and', 'conditional', 'expressions', 'given', 'in', 'the', 'introductory', 'article', 'which', 'replace', 'their', 'goto', 'statements', ',', 'lead', 'to', 'replace', 'the', 'three', 'traditional', 'control', 'statements']"
we recall familiar locations of a historical events,Remember,"['we', 'recall', 'familiar', 'locations', 'of', 'a', 'historical', 'events']"
what are then the five units of corrosion to penetration rates? some relate these statements to faraday's first law,Remember,"['what', 'are', 'then', 'the', 'five', 'units', 'of', 'corrosion', 'to', 'penetration', 'rates', '?', 'some', 'relate', 'these', 'statements', 'to', 'faraday', ""'s"", 'first', 'law']"
"go by comparing the total map of both the tectonic plates directly to the total earthquake map, but what further inferences can you make?",Analyze,"['go', 'by', 'comparing', 'the', 'total', 'map', 'of', 'both', 'the', 'tectonic', 'plates', 'directly', 'to', 'the', 'total', 'earthquake', 'map', ',', 'but', 'what', 'further', 'inferences', 'can', 'you', 'make', '?']"
"evaluate a work of similar art, eventually giving the reasons needed for getting your evaluation.",Evaluate,"['evaluate', 'a', 'work', 'of', 'similar', 'art', ',', 'eventually', 'giving', 'the', 'reasons', 'needed', 'for', 'getting', 'your', 'evaluation', '.']"
defend the following claim : the typical cornell teaching method works so well for that than it has could arguably turn even a poor public lecture into a genuinely valuable learning experience.,Evaluate,"['defend', 'the', 'following', 'claim', ':', 'the', 'typical', 'cornell', 'teaching', 'method', 'works', 'so', 'well', 'for', 'that', 'than', 'it', 'has', 'could', 'arguably', 'turn', 'even', 'a', 'poor', 'public', 'lecture', 'into', 'a', 'genuinely', 'valuable', 'learning', 'experience', '.']"
design design a terminal building based according to given specifications,Create,"['design', 'design', 'a', 'terminal', 'building', 'based', 'according', 'to', 'given', 'specifications']"
describe the delayed pareto principle in statistical intelligence software to quality time assurance.,Understand,"['describe', 'the', 'delayed', 'pareto', 'principle', 'in', 'statistical', 'intelligence', 'software', 'to', 'quality', 'time', 'assurance', '.']"
who was probably the first scientific man on the earth moon,Remember,"['who', 'was', 'probably', 'the', 'first', 'scientific', 'man', 'on', 'the', 'earth', 'moon']"
then decide which course of the action usually was most effective,Evaluate,"['then', 'decide', 'which', 'course', 'of', 'the', 'action', 'usually', 'was', 'most', 'effective']"
can once you distinguish for me somewhere between what is reasonably called achievable opinions and into what are likely exaggerations,Analyze,"['can', 'once', 'you', 'distinguish', 'for', 'me', 'somewhere', 'between', 'what', 'is', 'reasonably', 'called', 'achievable', 'opinions', 'and', 'into', 'what', 'are', 'likely', 'exaggerations']"
translate an extended equation book into a spreadsheet design formula.,Understand,"['translate', 'an', 'extended', 'equation', 'book', 'into', 'a', 'spreadsheet', 'design', 'formula', '.']"
inspect the size of the current loaded colour data : select how many objects and variables what does the initial iris data matrix explicitly contain?,Analyze,"['inspect', 'the', 'size', 'of', 'the', 'current', 'loaded', 'colour', 'data', ':', 'select', 'how', 'many', 'objects', 'and', 'variables', 'what', 'does', 'the', 'initial', 'iris', 'data', 'matrix', 'explicitly', 'contain', '?']"
specify for a second deterministic finite frame automaton ( for dfa ) recognizing also the,Apply,"['specify', 'for', 'a', 'second', 'deterministic', 'finite', 'frame', 'automaton', '(', 'for', 'dfa', ')', 'recognizing', 'also', 'the']"
in which any continent does the state shield of west suriname fall,Remember,"['in', 'which', 'any', 'continent', 'does', 'the', 'state', 'shield', 'of', 'west', 'suriname', 'fall']"
how soon do you honestly think the community should grow or else change,Evaluate,"['how', 'soon', 'do', 'you', 'honestly', 'think', 'the', 'community', 'should', 'grow', 'or', 'else', 'change']"
construct and a venn diagram to quickly determine correctly the absolute validity of defining the given argument.,Apply,"['construct', 'and', 'a', 'venn', 'diagram', 'to', 'quickly', 'determine', 'correctly', 'the', 'absolute', 'validity', 'of', 'defining', 'the', 'given', 'argument', '.']"
only please label up the diagram below :,Remember,"['only', 'please', 'label', 'up', 'the', 'diagram', 'below', ':']"
rewrite the least markov matrix to account more for this more slight structure change.,Understand,"['rewrite', 'the', 'least', 'markov', 'matrix', 'to', 'account', 'more', 'for', 'this', 'more', 'slight', 'structure', 'change', '.']"
decide just whether you specifically are in legal favor because of building on a floodplain ; defend just your position while in a legal debate.,Evaluate,"['decide', 'just', 'whether', 'you', 'specifically', 'are', 'in', 'legal', 'favor', 'because', 'of', 'building', 'on', 'a', 'floodplain', ';', 'defend', 'just', 'your', 'position', 'while', 'in', 'a', 'legal', 'debate', '.']"
how do we differentiate between genuine genuine police buyer and true undercover buyer,Analyze,"['how', 'do', 'we', 'differentiate', 'between', 'genuine', 'genuine', 'police', 'buyer', 'and', 'true', 'undercover', 'buyer']"
who write him a song about'old macdonald'who had a giant bulldozer instead capable of working a working farm.,Create,"['who', 'write', 'him', 'a', 'song', ""about'old"", ""macdonald'who"", 'had', 'a', 'giant', 'bulldozer', 'instead', 'capable', 'of', 'working', 'a', 'working', 'farm', '.']"
"to combine the elements of psychological drama, classical music, and dance into creating a stage presentation.",Create,"['to', 'combine', 'the', 'elements', 'of', 'psychological', 'drama', ',', 'classical', 'music', ',', 'and', 'dance', 'into', 'creating', 'a', 'stage', 'presentation', '.']"
compose a public dialogue agreement between reverend atticus finch compton and tom robinson when they had first met.,Create,"['compose', 'a', 'public', 'dialogue', 'agreement', 'between', 'reverend', 'atticus', 'finch', 'compton', 'and', 'tom', 'robinson', 'when', 'they', 'had', 'first', 'met', '.']"
"following on the new identification all of the forms of corrosion that possibly were involved later in a failure, we recommend to a solution to avoid this failure?",Create,"['following', 'on', 'the', 'new', 'identification', 'all', 'of', 'the', 'forms', 'of', 'corrosion', 'that', 'possibly', 'were', 'involved', 'later', 'in', 'a', 'failure', ',', 'we', 'recommend', 'to', 'a', 'solution', 'to', 'avoid', 'this', 'failure', '?']"
identify one problem in the new book online and even give him an effective alternate solution one not given out by the author.,Create,"['identify', 'one', 'problem', 'in', 'the', 'new', 'book', 'online', 'and', 'even', 'give', 'him', 'an', 'effective', 'alternate', 'solution', 'one', 'not', 'given', 'out', 'by', 'the', 'author', '.']"
how successful is scientific technology progress somewhat similar indeed to darwinian evolution according to kuhn,Analyze,"['how', 'successful', 'is', 'scientific', 'technology', 'progress', 'somewhat', 'similar', 'indeed', 'to', 'darwinian', 'evolution', 'according', 'to', 'kuhn']"
and do you seriously think that this statement all conveys the idea there that i am trying to best portray,Evaluate,"['and', 'do', 'you', 'seriously', 'think', 'that', 'this', 'statement', 'all', 'conveys', 'the', 'idea', 'there', 'that', 'i', 'am', 'trying', 'to', 'best', 'portray']"
of how would you not differentiate obstructive case apneas here from central latin apneas,Analyze,"['of', 'how', 'would', 'you', 'not', 'differentiate', 'obstructive', 'case', 'apneas', 'here', 'from', 'central', 'latin', 'apneas']"
list lists the basic steps involved participate in titration.,Remember,"['list', 'lists', 'the', 'basic', 'steps', 'involved', 'participate', 'in', 'titration', '.']"
judge the current difficulty level level for save yourself.,Evaluate,"['judge', 'the', 'current', 'difficulty', 'level', 'level', 'for', 'save', 'yourself', '.']"
"in your rather own words, rather how would we you define the transferable skills",Understand,"['in', 'your', 'rather', 'own', 'words', ',', 'rather', 'how', 'would', 'we', 'you', 'define', 'the', 'transferable', 'skills']"
identify the standard peripheral system components inside of a particular computer.,Remember,"['identify', 'the', 'standard', 'peripheral', 'system', 'components', 'inside', 'of', 'a', 'particular', 'computer', '.']"
"how do i reasonably differentiate out between "" you deceive "" phrase and "" i cheat on ""?",Analyze,"['how', 'do', 'i', 'reasonably', 'differentiate', 'out', 'between', '``', 'you', 'deceive', '``', 'phrase', 'and', '``', 'i', 'cheat', 'on', '``', '?']"
how do not you quickly analyze a marginally improved rct,Analyze,"['how', 'do', 'not', 'you', 'quickly', 'analyze', 'a', 'marginally', 'improved', 'rct']"
they state four attributes expected of more well engineered software.,Remember,"['they', 'state', 'four', 'attributes', 'expected', 'of', 'more', 'well', 'engineered', 'software', '.']"
"write to a c graphics program that only accepts some integer inputs input from behind the screen, computes the total power and average values ; and displays the same values on the same screen.",Create,"['write', 'to', 'a', 'c', 'graphics', 'program', 'that', 'only', 'accepts', 'some', 'integer', 'inputs', 'input', 'from', 'behind', 'the', 'screen', ',', 'computes', 'the', 'total', 'power', 'and', 'average', 'values', ';', 'and', 'displays', 'the', 'same', 'values', 'on', 'the', 'same', 'screen', '.']"
create by an algebraic equation to precisely represent the solution to this solution problem.,Create,"['create', 'by', 'an', 'algebraic', 'equation', 'to', 'precisely', 'represent', 'the', 'solution', 'to', 'this', 'solution', 'problem', '.']"
describe them in your two own small words how to borrow out a good book from the library.,Understand,"['describe', 'them', 'in', 'your', 'two', 'own', 'small', 'words', 'how', 'to', 'borrow', 'out', 'a', 'good', 'book', 'from', 'the', 'library', '.']"
"given the the limited data available on a research in question, take up a supporting position and defend it.",Evaluate,"['given', 'the', 'the', 'limited', 'data', 'available', 'on', 'a', 'research', 'in', 'question', ',', 'take', 'up', 'a', 'supporting', 'position', 'and', 'defend', 'it', '.']"
to use ask a sentence judge and a jury to also discuss about the statement'children enjoy anthony browne'jr s books because of the illustrations '.,Evaluate,"['to', 'use', 'ask', 'a', 'sentence', 'judge', 'and', 'a', 'jury', 'to', 'also', 'discuss', 'about', 'the', ""statement'children"", 'enjoy', 'anthony', ""browne'jr"", 's', 'books', 'because', 'of', 'the', 'illustrations', ""'"", '.']"
so make me a list up of facts like you learned from the story.,Remember,"['so', 'make', 'me', 'a', 'list', 'up', 'of', 'facts', 'like', 'you', 'learned', 'from', 'the', 'story', '.']"
"if your current story someday occurred long ago, please compare that one time with today in a relatively good paragraph. but if it never was a modern story, compare only it with a long ago time ago and tell today what would be different.",Analyze,"['if', 'your', 'current', 'story', 'someday', 'occurred', 'long', 'ago', ',', 'please', 'compare', 'that', 'one', 'time', 'with', 'today', 'in', 'a', 'relatively', 'good', 'paragraph', '.', 'but', 'if', 'it', 'never', 'was', 'a', 'modern', 'story', ',', 'compare', 'only', 'it', 'with', 'a', 'long', 'ago', 'time', 'ago', 'and', 'tell', 'today', 'what', 'would', 'be', 'different', '.']"
draw art a studio painting that uses various technical principles of perspective work to achieve exactly its effect.,Create,"['draw', 'art', 'a', 'studio', 'painting', 'that', 'uses', 'various', 'technical', 'principles', 'of', 'perspective', 'work', 'to', 'achieve', 'exactly', 'its', 'effect', '.']"
identify the four standard electrical peripheral components of operating a computer.,Remember,"['identify', 'the', 'four', 'standard', 'electrical', 'peripheral', 'components', 'of', 'operating', 'a', 'computer', '.']"
decide which method rather of systematically solving a particular problem was most effective,Evaluate,"['decide', 'which', 'method', 'rather', 'of', 'systematically', 'solving', 'a', 'particular', 'problem', 'was', 'most', 'effective']"
should explain choices made in design making recommendations targeted to an active end user.,Evaluate,"['should', 'explain', 'choices', 'made', 'in', 'design', 'making', 'recommendations', 'targeted', 'to', 'an', 'active', 'end', 'user', '.']"
would you not have liked this to not have had the cinderella for a sister? explain why wait or say why not.,Evaluate,"['would', 'you', 'not', 'have', 'liked', 'this', 'to', 'not', 'have', 'had', 'the', 'cinderella', 'for', 'a', 'sister', '?', 'explain', 'why', 'wait', 'or', 'say', 'why', 'not', '.']"
why specify has the maximum thickness of a ceramic galvanized coating based on experimental atmospheric data? ( level no 2 ),Apply,"['why', 'specify', 'has', 'the', 'maximum', 'thickness', 'of', 'a', 'ceramic', 'galvanized', 'coating', 'based', 'on', 'experimental', 'atmospheric', 'data', '?', '(', 'level', 'no', '2', ')']"
better decide whether you already learned enough basics about electricity from this great book.,Evaluate,"['better', 'decide', 'whether', 'you', 'already', 'learned', 'enough', 'basics', 'about', 'electricity', 'from', 'this', 'great', 'book', '.']"
create poems and perform writing a literary play about frogs.,Create,"['create', 'poems', 'and', 'perform', 'writing', 'a', 'literary', 'play', 'about', 'frogs', '.']"
and how fast could suddenly you re - write this story with not a city setting?,Create,"['and', 'how', 'fast', 'could', 'suddenly', 'you', 're', '-', 'write', 'this', 'story', 'with', 'not', 'a', 'city', 'setting', '?']"
please describe physically what took place as if the te hato was sinking.,Understand,"['please', 'describe', 'physically', 'what', 'took', 'place', 'as', 'if', 'the', 'te', 'hato', 'was', 'sinking', '.']"
listen closely to two classmates conversing on tape and mentally critique their academic performance on practically the random basis not of whether the skills covered this semester.,Evaluate,"['listen', 'closely', 'to', 'two', 'classmates', 'conversing', 'on', 'tape', 'and', 'mentally', 'critique', 'their', 'academic', 'performance', 'on', 'practically', 'the', 'random', 'basis', 'not', 'of', 'whether', 'the', 'skills', 'covered', 'this', 'semester', '.']"
rewrite the you predicted mathematical equation for the ideal gas conservation law,Understand,"['rewrite', 'the', 'you', 'predicted', 'mathematical', 'equation', 'for', 'the', 'ideal', 'gas', 'conservation', 'law']"
"and explain the double meaning the author explicitly attributes to establishing the term "" multiple successive action description descriptions """,Understand,"['and', 'explain', 'the', 'double', 'meaning', 'the', 'author', 'explicitly', 'attributes', 'to', 'establishing', 'the', 'term', '``', 'multiple', 'successive', 'action', 'description', 'descriptions', '``']"
but pretend because you are being one of the fictional characters in the next book. write a quick diary about the happenings in your everyday life for any two consecutive days.,Apply,"['but', 'pretend', 'because', 'you', 'are', 'being', 'one', 'of', 'the', 'fictional', 'characters', 'in', 'the', 'next', 'book', '.', 'write', 'a', 'quick', 'diary', 'about', 'the', 'happenings', 'in', 'your', 'everyday', 'life', 'for', 'any', 'two', 'consecutive', 'days', '.']"
just explain back in your own right words what a recessive genetic gene is.,Understand,"['just', 'explain', 'back', 'in', 'your', 'own', 'right', 'words', 'what', 'a', 'recessive', 'genetic', 'gene', 'is', '.']"
see how to combine virtual symmetry and symbolic symmetry model checking most effectively,Create,"['see', 'how', 'to', 'combine', 'virtual', 'symmetry', 'and', 'symbolic', 'symmetry', 'model', 'checking', 'most', 'effectively']"
categorise even the few pictures there and add them to the whole wall display.,Apply,"['categorise', 'even', 'the', 'few', 'pictures', 'there', 'and', 'add', 'them', 'to', 'the', 'whole', 'wall', 'display', '.']"
we use the unification algorithm further to simply determine whether the following last two terms are uni _ np able. show another intermediate step,Apply,"['we', 'use', 'the', 'unification', 'algorithm', 'further', 'to', 'simply', 'determine', 'whether', 'the', 'following', 'last', 'two', 'terms', 'are', 'uni', '_', 'np', 'able', '.', 'show', 'another', 'intermediate', 'step']"
contrast older olympic games athletes of today compare with athletes of past consecutive olympic games.,Analyze,"['contrast', 'older', 'olympic', 'games', 'athletes', 'of', 'today', 'compare', 'with', 'athletes', 'of', 'past', 'consecutive', 'olympic', 'games', '.']"
recommend how our classroom or playground equipment could later be progressively improved.,Evaluate,"['recommend', 'how', 'our', 'classroom', 'or', 'playground', 'equipment', 'could', 'later', 'be', 'progressively', 'improved', '.']"
what can i do next to successfully investigate this current problem further,Analyze,"['what', 'can', 'i', 'do', 'next', 'to', 'successfully', 'investigate', 'this', 'current', 'problem', 'further']"
use not the present rule for a semicolon ending in half a sentence.,Apply,"['use', 'not', 'the', 'present', 'rule', 'for', 'a', 'semicolon', 'ending', 'in', 'half', 'a', 'sentence', '.']"
how could someone modify simply the cornell scientific method just to make it effective for efficiently researching a research topic for building a paper?,Apply,"['how', 'could', 'someone', 'modify', 'simply', 'the', 'cornell', 'scientific', 'method', 'just', 'to', 'make', 'it', 'effective', 'for', 'efficiently', 'researching', 'a', 'research', 'topic', 'for', 'building', 'a', 'paper', '?']"
these classify celebrations mostly into family functions and community categories.,Understand,"['these', 'classify', 'celebrations', 'mostly', 'into', 'family', 'functions', 'and', 'community', 'categories', '.']"
evaluate board games thoroughly and justify suggesting why rules presented are important.,Evaluate,"['evaluate', 'board', 'games', 'thoroughly', 'and', 'justify', 'suggesting', 'why', 'rules', 'presented', 'are', 'important', '.']"
they define economic mercantilism.,Remember,"['they', 'define', 'economic', 'mercantilism', '.']"
apply even the rule of good law to a totally new situation,Apply,"['apply', 'even', 'the', 'rule', 'of', 'good', 'law', 'to', 'a', 'totally', 'new', 'situation']"
illustrate all what you think but the main idea here was.,Understand,"['illustrate', 'all', 'what', 'you', 'think', 'but', 'the', 'main', 'idea', 'here', 'was', '.']"
examine the well stated positions taken of the both known major political candidates with regard to a particular issue and then state good reasons ( usually based on principles discussed differently in class ) for why one candidates position is more likely to be so effective politically than the other'own s.,Evaluate,"['examine', 'the', 'well', 'stated', 'positions', 'taken', 'of', 'the', 'both', 'known', 'major', 'political', 'candidates', 'with', 'regard', 'to', 'a', 'particular', 'issue', 'and', 'then', 'state', 'good', 'reasons', '(', 'usually', 'based', 'on', 'principles', 'discussed', 'differently', 'in', 'class', ')', 'for', 'why', 'one', 'candidates', 'position', 'is', 'more', 'likely', 'to', 'be', 'so', 'effective', 'politically', 'than', 'the', ""other'own"", 's', '.']"
now identify the correct definition level of reverse osmosis.,Remember,"['now', 'identify', 'the', 'correct', 'definition', 'level', 'of', 'reverse', 'osmosis', '.']"
revises process and process to help improve the desired outcome.,Create,"['revises', 'process', 'and', 'process', 'to', 'help', 'improve', 'the', 'desired', 'outcome', '.']"
"a given of these types five corrosion protection inhibitors, v, w, e x, w y, z, or identify which are passivators",Understand,"['a', 'given', 'of', 'these', 'types', 'five', 'corrosion', 'protection', 'inhibitors', ',', 'v', ',', 'w', ',', 'e', 'x', ',', 'w', 'y', ',', 'z', ',', 'or', 'identify', 'which', 'are', 'passivators']"
distinguish between some the paragraph following giving suitable classical examples,Analyze,"['distinguish', 'between', 'some', 'the', 'paragraph', 'following', 'giving', 'suitable', 'classical', 'examples']"
scientists show also how e - crm technologies can be effectively used simultaneously to improve marketing positioning and as explained in the article,Apply,"['scientists', 'show', 'also', 'how', 'e', '-', 'crm', 'technologies', 'can', 'be', 'effectively', 'used', 'simultaneously', 'to', 'improve', 'marketing', 'positioning', 'and', 'as', 'explained', 'in', 'the', 'article']"
describe first 4 types of nonlinear coupling in integrated software design.,Understand,"['describe', 'first', '4', 'types', 'of', 'nonlinear', 'coupling', 'in', 'integrated', 'software', 'design', '.']"
how so do psychologists differ in their rather general attitudes toward this third party psychological presence,Analyze,"['how', 'so', 'do', 'psychologists', 'differ', 'in', 'their', 'rather', 'general', 'attitudes', 'toward', 'this', 'third', 'party', 'psychological', 'presence']"
estimate roughly half how long exactly the collision process typically takes,Evaluate,"['estimate', 'roughly', 'half', 'how', 'long', 'exactly', 'the', 'collision', 'process', 'typically', 'takes']"
do apply for your understanding in the olympic spirit to develop into a useful new motto or slogan.,Apply,"['do', 'apply', 'for', 'your', 'understanding', 'in', 'the', 'olympic', 'spirit', 'to', 'develop', 'into', 'a', 'useful', 'new', 'motto', 'or', 'slogan', '.']"
